,Pred,Test
667,38.7578596937805,29.3935660506502
668,79.70406730314856,75.14888250633366
669,66.4650354071309,75.65264343881805
670,11.618465440325181,21.51469291338583
671,86.09967284791165,79.44754432220341
672,55.27288561292767,78.45072970404505
673,40.41068967055344,0.458656330749354
674,36.9545404486156,9.287710843373493
675,54.78215297304692,68.78160919540231
676,52.52147583874024,51.36409705675038
677,65.51236138999961,42.33103448275862
678,76.0189192547794,76.42336369277132
679,56.82997596934016,73.66930359182685
680,88.11732109181413,79.673634934393
681,31.44586536617765,21.544096385542165
682,76.38024162828438,74.47580935607108
683,60.269746449599,77.66043561432343
684,61.76972397000084,65.1091390500532
685,65.58553392830797,78.62163013672296
686,44.3610274183435,64.73563218390804
687,63.59101296895362,60.356792261209634
688,52.37183119844954,65.24137931034484
689,82.76946109807619,79.25079002107817
690,57.17699444491744,60.6896551724138
691,76.85087881641762,72.98425792867958
692,10.659397525658761,22.342181102362208
693,83.38549994987595,78.76540469194563
694,52.77352354096236,72.82758620689657
695,51.96240865544937,66.28818083616238
696,21.197754924890734,5.927051671732523
697,62.71172197221769,29.244947415702853
698,67.39029288507045,79.34152968232374
699,75.3435644858419,71.45963567053975
700,58.28734668451747,77.93291030790458
701,49.49075382978752,71.31034482758622
702,52.7739447685325,71.81609195402302
703,21.65058073857965,19.96442594892098
704,65.06415953322411,65.24137931034484
705,87.61790400116419,95.08045977011496
706,53.37153047110735,80.12104260869852
707,11.863561953479447,11.253839370078735
708,77.86889840184053,81.42528735632186
709,-5.009331264259544,0.0
710,29.606056427815062,17.048674698795182
711,41.369548701321506,19.825287356321844
712,81.22053535695383,79.23646288490833
713,45.422586964449984,43.367556468172495
714,62.02973987155229,68.18724971320717
715,71.76788797691891,75.40501954197467
716,69.30801568075158,74.91364586988139
717,31.016640012314625,33.97125256673512
718,43.83080394758804,40.23614457831325
719,67.51063609685188,66.75862068965519
720,46.300835345646504,27.158620689655177
721,52.84087654228301,7.252048192771085
722,41.23665278354251,27.90294324932037
723,14.694983177010101,0.0
724,37.56483952519886,42.16290212183437
725,60.956932753436725,63.21839080459771
726,63.95403649628501,66.2528735632184
727,62.3489684788548,64.22988505747128
728,37.724378901928574,32.125301204819266
729,60.784327321068396,70.80459770114943
730,53.496155719840544,64.73563218390804
731,79.52355321613301,84.45977011494256
732,51.365023743083995,32.255604428523476
733,29.16554682339456,43.367556468172495
734,24.23956219309315,7.718554216867468
735,39.76547799446439,9.701204819277107
736,67.31694079954,74.52009299200601
737,44.52954855693673,3.7638554216867472
738,5.467755371619468,0.6496062992125984
739,53.46760425251939,27.158620689655177
740,59.6665990613448,57.65517241379312
741,60.19738801809791,73.45713588459881
742,67.0285455023288,77.51981653154162
743,71.61833756979495,68.27586206896552
744,26.855522347294603,5.6000000000000005
745,70.76446893475334,70.54163127170443
746,61.299862279985945,73.87031758409941
747,39.94206585933759,1.4928192771084337
748,57.58525406092021,76.21363283600083
749,27.262573153322762,26.7
750,59.29069790804306,78.24677145518694
751,59.22090309473052,78.2876676345369
752,38.017102008064064,33.489390828199824
753,21.950267023683093,1.0178313253012048
754,36.60768015883217,0.12919896640826878
755,60.98585047467904,80.81939923500641
756,65.89801358353674,77.1642782830482
757,59.76137783386877,80.07439906621505
758,69.23375549422,70.68757976469358
759,69.08431397553619,79.39997142114548
760,85.18623598982566,80.15722770383637
761,19.696290370137596,8.158280410356621
762,78.41341075218367,75.44395567366938
763,47.50454423955311,16.58850574712644
764,68.91580667363257,64.22988505747128
765,46.77054667174589,73.11422376126349
766,76.09488343389893,78.39080459770116
767,69.70730262236073,69.01747174668816
768,50.03392197291853,47.54022988505748
769,61.153769233973534,70.43755210515387
770,71.70856976987899,60.35598551973632
771,61.05875764317108,62.20689655172415
772,-13.819697612731744,0.5354216867469879
773,35.49642061165636,40.958247775496176
774,67.37785988529508,59.17241379310346
775,70.7365097425517,75.00135943000481
776,61.319591644941106,38.54893908281999
777,25.760886894982427,33.97125256673512
778,11.910204049830234,19.197725984251967
779,53.71120903622718,54.620689655172434
780,38.7160120902241,38.30800821355231
781,-17.098825044548192,0.0
782,44.90311259581147,6.446265060240963
783,39.60955956733841,38.54893908281994
